;;;;;;;;;;;;;;;;;;;
Encuesta;Periodo;Indicadores;Nacional;Área;;Sexo;;;;;;;;;;;;;
;;;Total;Urbana;Rural;Hombre;Mujer;;;;;;;;;;;;
ENEMDU;mar-14;Otro Empleo no pleno;2.094.854;1.163.642;931.212;1.217.216;877.637;;;;;;;;;;;;
ENEMDU;mar-14;Empleo no clasificado;17.758;17.279;479;10.871;6.886;;;;;;;;;;;;
ENEMDU;mar-14;Desempleo;342.096;265.791;76.304;190.348;151.748;;;;;;;;;;;;
ENEMDU;mar-14;Desempleo Abierto;268.520;223.140;45.379;150.057;118.463;;;;;;;;;;;;
ENEMDU;mar-14;Desempleo Oculto;73.576;42.651;30.925;40.291;33.285;;;;;;;;;;;;
ENEMDU;mar-14;Desempleo Cesante;247.754;194.577;53.177;144.895;102.859;;;;;;;;;;;;
ENEMDU;mar-14;Desempleo Nuevo;94.342;71.214;23.127;45.453;48.889;;;;;;;;;;;;
ENEMDU;mar-14;Población Económicamente Inactiva;4.190.271;2.990.707;1.199.564;1.171.049;3.019.223;;;;;;;;;;;;
ENEMDU;jun-14;Población Total;16.027.466;10.836.812;5.190.654;7.925.795;8.101.671;;;;;;;;;;;;
ENEMDU;jun-14;Población menor de 15 años;4.790.673;3.077.556;1.713.117;2.476.362;2.314.311;;;;;;;;;;;;
ENEMDU;jun-14;Población en Edad de Trabajar (PET);11.236.793;7.759.256;3.477.537;5.449.433;5.787.360;;;;;;;;;;;;
ENEMDU;jun-14;Población Económicamente Activa;6.967.747;4.804.595;2.163.152;4.244.850;2.722.897;;;;;;;;;;;;
ENEMDU;jun-14;Empleo;6.643.458;4.529.978;2.113.480;4.074.639;2.568.819;;;;;;;;;;;;
ENEMDU;jun-14;Empleo Adecuado/Pleno;3.401.156;2.783.995;617.162;2.266.214;1.134.943;;;;;;;;;;;;
ENEMDU;jun-14;Subempleo;851.939;510.987;340.952;532.653;319.286;;;;;;;;;;;;
ENEMDU;jun-14;Subempleo por insuficiencia de tiempo de trabajo;670.964;408.279;262.685;394.696;276.268;;;;;;;;;;;;
ENEMDU;jun-14;Subempleo por insuficiencia de ingresos;180.975;102.708;78.267;137.957;43.018;;;;;;;;;;;;
ENEMDU;jun-14;Empleo no remunerado;437.119;178.630;258.489;129.217;307.903;;;;;;;;;;;;
ENEMDU;jun-14;Otro Empleo no pleno;1.935.920;1.039.676;896.244;1.135.330;800.590;;;;;;;;;;;;
ENEMDU;jun-14;Empleo no clasificado;17.324;16.691;633;11.226;6.098;;;;;;;;;;;;
ENEMDU;jun-14;Desempleo;324.289;274.616;49.672;170.211;154.078;;;;;;;;;;;;
ENEMDU;jun-14;Desempleo Abierto;260.100;225.743;34.357;138.412;121.687;;;;;;;;;;;;
ENEMDU;jun-14;Desempleo Oculto;64.189;48.874;15.316;31.799;32.391;;;;;;;;;;;;
ENEMDU;jun-14;Desempleo Cesante;200.508;178.414;22.093;114.452;86.056;;;;;;;;;;;;
ENEMDU;jun-14;Desempleo Nuevo;123.781;96.202;27.579;55.759;68.022;;;;;;;;;;;;
ENEMDU;jun-14;Población Económicamente Inactiva;4.269.046;2.954.662;1.314.384;1.204.583;3.064.463;;;;;;;;;;;;
ENEMDU;sep-14;Población Total;16.061.963;10.885.953;5.176.010;7.973.526;8.088.437;;;;;;;;;;;;
ENEMDU;sep-14;Población menor de 15 años;4.791.894;3.073.507;1.718.387;2.500.168;2.291.726;;;;;;;;;;;;
ENEMDU;sep-14;Población en Edad de Trabajar (PET);11.270.069;7.812.446;3.457.623;5.473.358;5.796.711;;;;;;;;;;;;
ENEMDU;sep-14;Población Económicamente Activa;7.145.197;4.865.302;2.279.895;4.328.767;2.816.430;;;;;;;;;;;;
ENEMDU;sep-14;Empleo;6.866.776;4.638.310;2.228.466;4.187.405;2.679.371;;;;;;;;;;;;
ENEMDU;sep-14;Empleo Adecuado/Pleno;3.414.023;2.803.767;610.255;2.292.788;1.121.235;;;;;;;;;;;;
ENEMDU;sep-14;Subempleo;893.705;489.443;404.261;578.626;315.078;;;;;;;;;;;;
ENEMDU;sep-14;Subempleo por insuficiencia de tiempo de trabajo;732.101;412.571;319.530;449.989;282.112;;;;;;;;;;;;
ENEMDU;sep-14;Subempleo por insuficiencia de ingresos;161.604;76.872;84.731;128.637;32.967;;;;;;;;;;;;
ENEMDU;sep-14;Empleo no remunerado;555.947;212.218;343.730;167.140;388.807;;;;;;;;;;;;
ENEMDU;sep-14;Otro Empleo no pleno;1.980.199;1.111.997;868.203;1.134.010;846.190;;;;;;;;;;;;
ENEMDU;sep-14;Empleo no clasificado;22.902;20.885;2.017;14.841;8.062;;;;;;;;;;;;
ENEMDU;sep-14;Desempleo;278.421;226.992;51.429;141.363;137.058;;;;;;;;;;;;
ENEMDU;sep-14;Desempleo Abierto;224.996;191.448;33.548;115.164;109.832;;;;;;;;;;;;
ENEMDU;sep-14;Desempleo Oculto;53.425;35.544;17.881;26.198;27.226;;;;;;;;;;;;
ENEMDU;sep-14;Desempleo Cesante;195.086;167.775;27.311;108.713;86.373;;;;;;;;;;;;
ENEMDU;sep-14;Desempleo Nuevo;83.336;59.217;24.118;32.650;50.685;;;;;;;;;;;;
ENEMDU;sep-14;Población Económicamente Inactiva;4.124.872;2.947.145;1.177.728;1.144.590;2.980.282;;;;;;;;;;;;
ENEMDU;dic-14;Población Total;16.148.648;10.952.870;5.195.778;7.998.923;8.149.725;;;;;;;;;;;;
ENEMDU;dic-14;Población menor de 15 años;4.989.393;3.228.800;1.760.593;2.602.776;2.386.617;;;;;;;;;;;;
ENEMDU;dic-14;Población en Edad de Trabajar (PET);11.159.255;7.724.070;3.435.185;5.396.147;5.763.108;;;;;;;;;;;;
ENEMDU;dic-14;Población Económicamente Activa;7.194.521;4.868.701;2.325.820;4.300.116;2.894.405;;;;;;;;;;;;
ENEMDU;dic-14;Empleo;6.921.107;4.647.582;2.273.525;4.167.574;2.753.533;;;;;;;;;;;;
ENEMDU;dic-14;Empleo Adecuado/Pleno;3.545.802;2.745.575;800.227;2.416.359;1.129.443;;;;;;;;;;;;
ENEMDU;dic-14;Subempleo;925.774;569.983;355.791;550.060;375.714;;;;;;;;;;;;
ENEMDU;dic-14;Subempleo por insuficiencia de tiempo de trabajo;759.651;470.206;289.445;426.531;333.120;;;;;;;;;;;;
ENEMDU;dic-14;Subempleo por insuficiencia de ingresos;166.123;99.777;66.346;123.529;42.594;;;;;;;;;;;;
ENEMDU;dic-14;Empleo no remunerado;508.476;202.059;306.418;148.213;360.263;;;;;;;;;;;;
ENEMDU;dic-14;Otro Empleo no pleno;1.924.634;1.116.206;808.428;1.042.800;881.834;;;;;;;;;;;;
ENEMDU;dic-14;Empleo no clasificado;16.421;13.760;2.661;10.141;6.280;;;;;;;;;;;;
ENEMDU;dic-14;Desempleo;273.414;221.119;52.295;132.542;140.872;;;;;;;;;;;;
ENEMDU;dic-14;Desempleo Abierto;216.941;180.389;36.552;112.863;104.078;;;;;;;;;;;;
ENEMDU;dic-14;Desempleo Oculto;56.472;40.730;15.743;19.679;36.794;;;;;;;;;;;;
ENEMDU;dic-14;Desempleo Cesante;191.622;159.668;31.954;103.065;88.557;;;;;;;;;;;;
ENEMDU;dic-14;Desempleo Nuevo;81.792;61.451;20.341;29.477;52.315;;;;;;;;;;;;
ENEMDU;dic-14;Población Económicamente Inactiva;3.964.734;2.855.369;1.109.365;1.096.031;2.868.703;;;;;;;;;;;;
ENEMDU;mar-15;Población Total;16.187.232;10.995.477;5.191.755;8.019.422;8.167.810;;;;;;;;;;;;
ENEMDU;mar-15;Población menor de 15 años;4.985.596;3.243.766;1.741.831;2.603.993;2.381.603;;;;;;;;;;;;
ENEMDU;mar-15;Población en Edad de Trabajar (PET);11.201.636;7.751.711;3.449.924;5.415.428;5.786.207;;;;;;;;;;;;
ENEMDU;mar-15;Población Económicamente Activa;7.374.083;4.866.211;2.507.872;4.355.083;3.019.000;;;;;;;;;;;;
ENEMDU;mar-15;Empleo;7.091.116;4.630.745;2.460.371;4.219.855;2.871.261;;;;;;;;;;;;
ENEMDU;mar-15;Empleo Adecuado/Pleno;3.223.996;2.605.302;618.694;2.193.470;1.030.526;;;;;;;;;;;;
ENEMDU;mar-15;Subempleo;985.698;578.399;407.299;596.667;389.030;;;;;;;;;;;;
ENEMDU;mar-15;Subempleo por insuficiencia de tiempo de trabajo;783.187;468.429;314.758;446.003;337.184;;;;;;;;;;;;
ENEMDU;mar-15;Subempleo por insuficiencia de ingresos;202.511;109.970;92.541;150.664;51.847;;;;;;;;;;;;
ENEMDU;mar-15;Empleo no remunerado;710.083;231.580;478.503;215.623;494.459;;;;;;;;;;;;
ENEMDU;mar-15;Otro Empleo no pleno;2.142.958;1.187.505;955.452;1.197.093;945.864;;;;;;;;;;;;
ENEMDU;mar-15;Empleo no clasificado;28.382;27.959;424;17.001;11.382;;;;;;;;;;;;
ENEMDU;mar-15;Desempleo;282.967;235.467;47.501;135.229;147.739;;;;;;;;;;;;
ENEMDU;mar-15;Desempleo Abierto;244.129;209.597;34.532;118.872;125.257;;;;;;;;;;;;
ENEMDU;mar-15;Desempleo Oculto;38.839;25.870;12.969;16.357;22.482;;;;;;;;;;;;
ENEMDU;mar-15;Desempleo Cesante;226.107;187.968;38.139;110.484;115.623;;;;;;;;;;;;
ENEMDU;mar-15;Desempleo Nuevo;56.860;47.499;9.362;24.745;32.115;;;;;;;;;;;;
ENEMDU;mar-15;Población Económicamente Inactiva;3.827.552;2.885.500;942.052;1.060.345;2.767.207;;;;;;;;;;;;
ENEMDU;jun-15;Población Total;16.279.252;11.067.830;5.211.422;8.060.120;8.219.132;;;;;;;;;;;;
ENEMDU;jun-15;Población menor de 15 años;4.997.168;3.241.818;1.755.350;2.590.965;2.406.204;;;;;;;;;;;;
ENEMDU;jun-15;Población en Edad de Trabajar (PET);11.282.084;7.826.012;3.456.072;5.469.156;5.812.928;;;;;;;;;;;;
ENEMDU;jun-15;Población Económicamente Activa;7.430.701;4.985.705;2.444.996;4.383.309;3.047.392;;;;;;;;;;;;
ENEMDU;jun-15;Empleo;7.098.584;4.707.715;2.390.869;4.224.094;2.874.490;;;;;;;;;;;;
ENEMDU;jun-15;Empleo Adecuado/Pleno;3.410.490;2.709.275;701.215;2.327.354;1.083.136;;;;;;;;;;;;
ENEMDU;jun-15;Subempleo;977.785;600.976;376.810;593.873;383.913;;;;;;;;;;;;
ENEMDU;jun-15;Subempleo por insuficiencia de tiempo de trabajo;803.598;499.793;303.805;459.321;344.277;;;;;;;;;;;;
ENEMDU;jun-15;Subempleo por insuficiencia de ingresos;174.187;101.182;73.005;134.552;39.635;;;;;;;;;;;;
ENEMDU;jun-15;Empleo no remunerado;623.781;223.526;400.255;171.516;452.265;;;;;;;;;;;;
ENEMDU;jun-15;Otro Empleo no pleno;2.044.691;1.135.152;909.539;1.108.183;936.508;;;;;;;;;;;;
ENEMDU;jun-15;Empleo no clasificado;41.836;38.786;3.050;23.168;18.668;;;;;;;;;;;;
ENEMDU;jun-15;Desempleo;332.117;277.990;54.127;159.215;172.902;;;;;;;;;;;;
ENEMDU;jun-15;Desempleo Abierto;272.560;237.491;35.069;132.159;140.401;;;;;;;;;;;;
ENEMDU;jun-15;Desempleo Oculto;59.557;40.499;19.058;27.056;32.501;;;;;;;;;;;;
ENEMDU;jun-15;Desempleo Cesante;253.886;217.732;36.154;126.010;127.876;;;;;;;;;;;;
ENEMDU;jun-15;Desempleo Nuevo;78.231;60.258;17.973;33.206;45.025;;;;;;;;;;;;
ENEMDU;jun-15;Población Económicamente Inactiva;3.851.383;2.840.307;1.011.076;1.085.847;2.765.536;;;;;;;;;;;;
ENEMDU;sep-15;Población Total;16.312.205;11.073.820;5.238.385;8.035.655;8.276.550;;;;;;;;;;;;
ENEMDU;sep-15;Población menor de 15 años;4.993.807;3.213.425;1.780.382;2.554.395;2.439.412;;;;;;;;;;;;
ENEMDU;sep-15;Población en Edad de Trabajar (PET);11.318.398;7.860.395;3.458.003;5.481.260;5.837.138;;;;;;;;;;;;
ENEMDU;sep-15;Población Económicamente Activa;7.599.717;5.135.610;2.464.107;4.436.007;3.163.711;;;;;;;;;;;;
ENEMDU;sep-15;Empleo;7.274.221;4.854.005;2.420.216;4.284.388;2.989.833;;;;;;;;;;;;
ENEMDU;sep-15;Empleo Adecuado/Pleno;3.495.965;2.793.417;702.548;2.331.221;1.164.744;;;;;;;;;;;;
ENEMDU;sep-15;Subempleo;1.121.988;688.122;433.866;668.351;453.637;;;;;;;;;;;;
ENEMDU;sep-15;Subempleo por insuficiencia de tiempo de trabajo;925.647;573.228;352.419;522.834;402.814;;;;;;;;;;;;
ENEMDU;sep-15;Subempleo por insuficiencia de ingresos;196.340;114.893;81.447;145.517;50.823;;;;;;;;;;;;
ENEMDU;sep-15;Empleo no remunerado;655.616;244.097;411.519;189.608;466.009;;;;;;;;;;;;
ENEMDU;sep-15;Otro Empleo no pleno;1.961.901;1.092.254;869.648;1.070.997;890.904;;;;;;;;;;;;
ENEMDU;sep-15;Empleo no clasificado;38.751;36.115;2.635;24.211;14.540;;;;;;;;;;;;
ENEMDU;sep-15;Desempleo;325.496;281.605;43.892;151.619;173.878;;;;;;;;;;;;
ENEMDU;sep-15;Desempleo Abierto;277.827;246.804;31.023;133.220;144.607;;;;;;;;;;;;
ENEMDU;sep-15;Desempleo Oculto;47.669;34.800;12.868;18.398;29.271;;;;;;;;;;;;
ENEMDU;sep-15;Desempleo Cesante;236.647;206.120;30.527;122.414;114.233;;;;;;;;;;;;
ENEMDU;sep-15;Desempleo Nuevo;88.849;75.485;13.364;29.205;59.644;;;;;;;;;;;;
ENEMDU;sep-15;Población Económicamente Inactiva;3.718.681;2.724.785;993.896;1.045.254;2.673.427;;;;;;;;;;;;
ENEMDU;dic-15;Población Total;16.404.531;11.154.183;5.250.348;8.099.085;8.305.445;;;;;;;;;;;;
ENEMDU;dic-15;Población menor de 15 años;5.005.254;3.216.707;1.788.548;2.564.567;2.440.688;;;;;;;;;;;;
ENEMDU;dic-15;Población en Edad de Trabajar (PET);11.399.276;7.937.476;3.461.800;5.534.519;5.864.758;;;;;;;;;;;;
ENEMDU;dic-15;Población Económicamente Activa;7.498.528;5.129.995;2.368.533;4.446.869;3.051.659;;;;;;;;;;;;
ENEMDU;dic-15;Empleo;7.140.636;4.840.314;2.300.322;4.274.061;2.866.574;;;;;;;;;;;;
ENEMDU;dic-15;Empleo Adecuado/Pleno;3.487.110;2.772.286;714.823;2.361.216;1.125.894;;;;;;;;;;;;
ENEMDU;dic-15;Subempleo;1.050.646;653.874;396.772;621.028;429.618;;;;;;;;;;;;
ENEMDU;dic-15;Subempleo por insuficiencia de tiempo de trabajo;848.626;532.630;315.996;469.358;379.269;;;;;;;;;;;;
ENEMDU;dic-15;Subempleo por insuficiencia de ingresos;202.020;121.243;80.776;151.670;50.349;;;;;;;;;;;;
ENEMDU;dic-15;Empleo no remunerado;574.061;218.673;355.388;178.616;395.445;;;;;;;;;;;;
ENEMDU;dic-15;Otro Empleo no pleno;1.981.205;1.152.517;828.688;1.082.506;898.699;;;;;;;;;;;;
ENEMDU;dic-15;Empleo no clasificado;47.614;42.964;4.650;30.695;16.919;;;;;;;;;;;;
ENEMDU;dic-15;Desempleo;357.892;289.681;68.212;172.808;185.085;;;;;;;;;;;;
ENEMDU;dic-15;Desempleo Abierto;274.939;236.151;38.788;140.369;134.570;;;;;;;;;;;;
ENEMDU;dic-15;Desempleo Oculto;82.953;53.530;29.424;32.439;50.515;;;;;;;;;;;;
ENEMDU;dic-15;Desempleo Cesante;254.234;217.720;36.515;138.072;116.163;;;;;;;;;;;;
ENEMDU;dic-15;Desempleo Nuevo;103.658;71.961;31.697;34.736;68.922;;;;;;;;;;;;
ENEMDU;dic-15;Población Económicamente Inactiva;3.900.748;2.807.481;1.093.267;1.087.649;2.813.099;;;;;;;;;;;;
ENEMDU;mar-16;Población Total;16.467.779;11.215.431;5.252.348;8.081.544;8.386.234;;;;;;;;;;;;
ENEMDU;mar-16;Población menor de 15 años;5.000.261;3.252.169;1.748.091;2.555.944;2.444.317;;;;;;;;;;;;
ENEMDU;mar-16;Población en Edad de Trabajar (PET);11.467.518;7.963.261;3.504.256;5.525.601;5.941.917;;;;;;;;;;;;
ENEMDU;mar-16;Población Económicamente Activa;7.861.661;5.270.453;2.591.208;4.498.739;3.362.922;;;;;;;;;;;;
ENEMDU;mar-16;Empleo;7.412.671;4.882.929;2.529.742;4.299.203;3.113.467;;;;;;;;;;;;
ENEMDU;mar-16;Empleo Adecuado/Pleno;3.142.554;2.560.967;581.587;2.082.621;1.059.933;;;;;;;;;;;;
ENEMDU;mar-16;Subempleo;1.348.231;902.334;445.897;795.506;552.725;;;;;;;;;;;;
ENEMDU;mar-16;Subempleo por insuficiencia de tiempo de trabajo;1.109.514;753.245;356.269;615.231;494.283;;;;;;;;;;;;
ENEMDU;mar-16;Subempleo por insuficiencia de ingresos;238.717;149.089;89.629;180.275;58.442;;;;;;;;;;;;
ENEMDU;mar-16;Empleo no remunerado;796.919;271.830;525.089;237.359;559.559;;;;;;;;;;;;
ENEMDU;mar-16;Otro Empleo no pleno;2.100.225;1.124.168;976.056;1.166.943;933.282;;;;;;;;;;;;
ENEMDU;mar-16;Empleo no clasificado;24.742;23.630;1.113;16.773;7.969;;;;;;;;;;;;
ENEMDU;mar-16;Desempleo;448.990;387.524;61.466;199.536;249.455;;;;;;;;;;;;
ENEMDU;mar-16;Desempleo Abierto;388.149;338.543;49.606;170.427;217.722;;;;;;;;;;;;
ENEMDU;mar-16;Desempleo Oculto;60.842;48.981;11.860;29.109;31.733;;;;;;;;;;;;
ENEMDU;mar-16;Desempleo Cesante;366.999;316.356;50.643;169.417;197.582;;;;;;;;;;;;
ENEMDU;mar-16;Desempleo Nuevo;81.992;71.168;10.824;30.119;51.873;;;;;;;;;;;;
ENEMDU;mar-16;Población Económicamente Inactiva;3.605.856;2.692.809;913.048;1.026.862;2.578.995;;;;;;;;;;;;
ENEMDU;jun-16;Población Total;16.560.742;11.285.239;5.275.503;8.088.466;8.472.276;;;;;;;;;;;;
ENEMDU;jun-16;Población menor de 15 años;5.003.458;3.233.917;1.769.541;2.513.983;2.489.475;;;;;;;;;;;;
ENEMDU;jun-16;Población en Edad de Trabajar (PET);11.557.285;8.051.323;3.505.962;5.574.483;5.982.802;;;;;;;;;;;;
ENEMDU;jun-16;Población Económicamente Activa;7.831.981;5.239.706;2.592.275;4.515.656;3.316.325;;;;;;;;;;;;
ENEMDU;jun-16;Empleo;7.415.099;4.889.895;2.525.203;4.333.530;3.081.569;;;;;;;;;;;;
ENEMDU;jun-16;Empleo Adecuado/Pleno;3.214.776;2.621.987;592.789;2.166.160;1.048.616;;;;;;;;;;;;
ENEMDU;jun-16;Subempleo;1.277.717;801.621;476.096;757.352;520.365;;;;;;;;;;;;
ENEMDU;jun-16;Subempleo por insuficiencia de tiempo de trabajo;1.060.671;678.760;381.911;587.130;473.541;;;;;;;;;;;;
ENEMDU;jun-16;Subempleo por insuficiencia de ingresos;217.045;122.861;94.185;170.222;46.823;;;;;;;;;;;;
ENEMDU;jun-16;Empleo no remunerado;759.390;251.728;507.662;228.364;531.026;;;;;;;;;;;;
ENEMDU;jun-16;Otro Empleo no pleno;2.138.678;1.195.585;943.092;1.165.017;973.661;;;;;;;;;;;;
ENEMDU;jun-16;Empleo no clasificado;24.539;18.975;5.564;16.637;7.902;;;;;;;;;;;;
ENEMDU;jun-16;Desempleo;416.883;349.811;67.072;182.126;234.756;;;;;;;;;;;;
ENEMDU;jun-16;Desempleo Abierto;364.300;310.947;53.353;164.873;199.427;;;;;;;;;;;;
ENEMDU;jun-16;Desempleo Oculto;52.582;38.864;13.718;17.253;35.330;;;;;;;;;;;;
ENEMDU;jun-16;Desempleo Cesante;351.373;295.933;55.440;164.426;186.947;;;;;;;;;;;;
ENEMDU;jun-16;Desempleo Nuevo;65.510;53.878;11.632;17.701;47.809;;;;;;;;;;;;
ENEMDU;jun-16;Población Económicamente Inactiva;3.725.303;2.811.617;913.687;1.058.827;2.666.476;;;;;;;;;;;;
ENEMDU;sep-16;Población Total;16.593.827;11.313.724;5.280.103;8.201.943;8.391.884;;;;;;;;;;;;
ENEMDU;sep-16;Población menor de 15 años;4.954.502;3.222.330;1.732.172;2.535.875;2.418.626;;;;;;;;;;;;
ENEMDU;sep-16;Población en Edad de Trabajar (PET);11.639.325;8.091.394;3.547.931;5.666.067;5.973.258;;;;;;;;;;;;
ENEMDU;sep-16;Población Económicamente Activa;8.057.159;5.363.829;2.693.330;4.586.361;3.470.798;;;;;;;;;;;;
ENEMDU;sep-16;Empleo;7.637.986;5.005.457;2.632.529;4.395.386;3.242.600;;;;;;;;;;;;
ENEMDU;sep-16;Empleo Adecuado/Pleno;3.154.513;2.546.754;607.759;2.111.768;1.042.746;;;;;;;;;;;;
ENEMDU;sep-16;Subempleo;1.560.342;963.920;596.421;915.215;645.127;;;;;;;;;;;;
ENEMDU;sep-16;Subempleo por insuficiencia de tiempo de trabajo;1.272.473;807.076;465.397;695.674;576.798;;;;;;;;;;;;
ENEMDU;sep-16;Subempleo por insuficiencia de ingresos;287.869;156.845;131.024;219.540;68.329;;;;;;;;;;;;
ENEMDU;sep-16;Empleo no remunerado;834.147;292.263;541.884;253.476;580.671;;;;;;;;;;;;
ENEMDU;sep-16;Otro Empleo no pleno;2.063.849;1.182.648;881.202;1.097.791;966.058;;;;;;;;;;;;
ENEMDU;sep-16;Empleo no clasificado;25.135;19.871;5.264;17.136;7.999;;;;;;;;;;;;
ENEMDU;sep-16;Desempleo;419.173;358.372;60.802;190.975;228.198;;;;;;;;;;;;
ENEMDU;sep-16;Desempleo Abierto;362.204;314.417;47.787;168.605;193.599;;;;;;;;;;;;
ENEMDU;sep-16;Desempleo Oculto;56.969;43.955;13.014;22.370;34.599;;;;;;;;;;;;
ENEMDU;sep-16;Desempleo Cesante;323.493;280.552;42.940;163.286;160.207;;;;;;;;;;;;
ENEMDU;sep-16;Desempleo Nuevo;95.680;77.819;17.861;27.690;67.991;;;;;;;;;;;;
ENEMDU;sep-16;Población Económicamente Inactiva;3.582.166;2.727.565;854.601;1.079.706;2.502.460;;;;;;;;;;;;
ENEMDU;dic-16;Población Total;16.714.929;11.366.255;5.348.674;8.242.666;8.472.263;;;;;;;;;;;;
ENEMDU;dic-16;Población menor de 15 años;5.018.798;3.223.678;1.795.120;2.556.803;2.461.995;;;;;;;;;;;;
ENEMDU;dic-16;Población en Edad de Trabajar (PET);11.696.131;8.142.577;3.553.554;5.685.864;6.010.267;;;;;;;;;;;;
ENEMDU;dic-16;Población Económicamente Activa;7.874.021;5.318.281;2.555.740;4.581.100;3.292.920;;;;;;;;;;;;
ENEMDU;dic-16;Empleo;7.463.579;4.971.669;2.491.910;4.374.323;3.089.256;;;;;;;;;;;;
ENEMDU;dic-16;Empleo Adecuado/Pleno;3.243.293;2.533.751;709.542;2.194.304;1.048.990;;;;;;;;;;;;
ENEMDU;dic-16;Subempleo;1.564.825;1.001.485;563.340;935.989;628.836;;;;;;;;;;;;
ENEMDU;dic-16;Subempleo por insuficiencia de tiempo de trabajo;1.253.264;807.184;446.080;698.932;554.332;;;;;;;;;;;;
ENEMDU;dic-16;Subempleo por insuficiencia de ingresos;311.561;194.302;117.260;237.057;74.504;;;;;;;;;;;;
ENEMDU;dic-16;Empleo no remunerado;660.893;258.945;401.949;191.973;468.920;;;;;;;;;;;;
ENEMDU;dic-16;Otro Empleo no pleno;1.978.071;1.163.990;814.081;1.042.372;935.699;;;;;;;;;;;;
ENEMDU;dic-16;Empleo no clasificado;16.497;13.498;2.999;9.686;6.811;;;;;;;;;;;;
ENEMDU;dic-16;Desempleo;410.441;346.612;63.829;206.777;203.664;;;;;;;;;;;;
ENEMDU;dic-16;Desempleo Abierto;321.582;280.152;41.430;162.054;159.527;;;;;;;;;;;;
ENEMDU;dic-16;Desempleo Oculto;88.860;66.460;22.400;44.723;44.137;;;;;;;;;;;;
ENEMDU;dic-16;Desempleo Cesante;298.298;257.530;40.768;158.133;140.165;;;;;;;;;;;;
ENEMDU;dic-16;Desempleo Nuevo;112.144;89.082;23.062;48.645;63.499;;;;;;;;;;;;
ENEMDU;dic-16;Población Económicamente Inactiva;3.822.110;2.824.296;997.814;1.104.763;2.717.347;;;;;;;;;;;;
ENEMDU;mar-17;Población Total;16.738.420;11.381.745;5.356.674;8.267.898;8.470.522;;;;;;;;;;;;
ENEMDU;mar-17;Población menor de 15 años;5.011.970;3.222.138;1.789.832;2.578.942;2.433.027;;;;;;;;;;;;
ENEMDU;mar-17;Población en Edad de Trabajar (PET);11.726.450;8.159.608;3.566.842;5.688.956;6.037.494;;;;;;;;;;;;
ENEMDU;mar-17;Población Económicamente Activa;8.084.382;5.350.429;2.733.953;4.610.724;3.473.658;;;;;;;;;;;;
ENEMDU;mar-17;Empleo;7.728.968;5.048.482;2.680.487;4.445.576;3.283.393;;;;;;;;;;;;
ENEMDU;mar-17;Empleo Adecuado/Pleno;3.112.953;2.530.096;582.857;2.089.042;1.023.912;;;;;;;;;;;;
ENEMDU;mar-17;Subempleo;1.726.030;1.119.135;606.894;1.046.955;679.074;;;;;;;;;;;;
ENEMDU;mar-17;Subempleo por insuficiencia de tiempo de trabajo;1.400.549;920.862;479.687;793.574;606.975;;;;;;;;;;;;
ENEMDU;mar-17;Subempleo por insuficiencia de ingresos;325.480;198.273;127.207;253.381;72.100;;;;;;;;;;;;
ENEMDU;mar-17;Empleo no remunerado;879.801;289.532;590.269;250.918;628.882;;;;;;;;;;;;
ENEMDU;mar-17;Otro Empleo no pleno;1.994.537;1.095.420;899.117;1.047.770;946.767;;;;;;;;;;;;
ENEMDU;mar-17;Empleo no clasificado;15.648;14.299;1.350;10.891;4.757;;;;;;;;;;;;
ENEMDU;mar-17;Desempleo;355.414;301.948;53.466;165.148;190.266;;;;;;;;;;;;
ENEMDU;mar-17;Desempleo Abierto;314.283;270.634;43.649;150.484;163.800;;;;;;;;;;;;
ENEMDU;mar-17;Desempleo Oculto;41.130;31.314;9.817;14.664;26.466;;;;;;;;;;;;
ENEMDU;mar-17;Desempleo Cesante;277.646;242.089;35.557;135.299;142.347;;;;;;;;;;;;
ENEMDU;mar-17;Desempleo Nuevo;77.768;59.859;17.909;29.849;47.919;;;;;;;;;;;;
ENEMDU;mar-17;Población Económicamente Inactiva;3.642.068;2.809.179;832.889;1.078.232;2.563.836;;;;;;;;;;;;
ENEMDU;jun-17;Población Total ;16.746.087;11.385.717;5.360.370;8.265.826;8.480.261;;;;;;;;;;;;
ENEMDU;jun-17;Población menor de 15 años;4.889.667;3.109.207;1.780.460;2.501.703;2.387.964;;;;;;;;;;;;
ENEMDU;jun-17;Población en Edad de Trabajar (PET);11.856.420;8.276.510;3.579.910;5.764.123;6.092.297;;;;;;;;;;;;
ENEMDU;jun-17;Población Económicamente Activa;8.147.564;5.439.733;2.707.830;4.663.204;3.484.359;;;;;;;;;;;;
ENEMDU;jun-17;Empleo;7.781.560;5.125.446;2.656.114;4.501.384;3.280.177;;;;;;;;;;;;
ENEMDU;jun-17;Empleo Adecuado/Pleno;3.267.363;2.664.344;603.020;2.190.224;1.077.139;;;;;;;;;;;;
ENEMDU;jun-17;Subempleo;1.668.577;1.039.886;628.691;1.003.556;665.021;;;;;;;;;;;;
ENEMDU;jun-17;Subempleo por insuficiencia de tiempo de trabajo;1.322.184;840.337;481.847;731.628;590.556;;;;;;;;;;;;
ENEMDU;jun-17;Subempleo por insuficiencia de ingresos;346.393;199.549;146.844;271.928;74.465;;;;;;;;;;;;
ENEMDU;jun-17;Empleo no remunerado;828.059;274.950;553.109;252.894;575.165;;;;;;;;;;;;
